metric,value
accuracy,0.8387978142076503
precision,0.847873986570949
recall,0.8387978142076503
f1,0.8342704673334527
qwk,0.8912519672975947
roc_auc,0.9398133969009752
pr_auc,0.6800300394000165
val_loss,0.6202676552729528
