epoch,train_loss,val_loss,accuracy,precision,recall,f1,qwk
1,0.8152866303596807,0.49646856838270376,0.7240437158469946,0.6836567936927792,0.7240437158469946,0.6987307894643169,0.8061270367901272
2,0.43584463413318864,0.3489465444632199,0.7213114754098361,0.766605461671765,0.7213114754098361,0.7220775741990786,0.8747433264887063
3,0.38148465201400383,0.39010013105428737,0.7295081967213115,0.7548157491149441,0.7295081967213115,0.7262351865945834,0.8685436218282934
4,0.3033386501711388,0.3419053680465921,0.7540983606557377,0.7538926747215445,0.7540983606557377,0.7459177197941662,0.8739962760386362
5,0.2907904362427476,0.33060899603626004,0.7650273224043715,0.7440613037783845,0.7650273224043715,0.7483602119314103,0.8737360951856209
6,0.26334953337462375,0.3114533478434643,0.7896174863387978,0.7581938679006143,0.7896174863387978,0.7704659459572776,0.8760353480924962
7,0.23342606653580372,0.2935295022578667,0.8114754098360656,0.81554476699291,0.8114754098360656,0.7978040769900904,0.8840603950309426
8,0.19855544055968968,0.3187822179625864,0.8169398907103825,0.8175891250601246,0.8169398907103825,0.8171858618209279,0.8855967078189301
9,0.20899889042155576,0.3183462082043938,0.8060109289617486,0.813150238950415,0.8060109289617486,0.7914546101142304,0.8903576432625218
10,0.18078694799054496,0.3002337961579147,0.7923497267759563,0.8120012791457175,0.7923497267759563,0.7992256852577313,0.8851600229188835
11,0.16452152345458593,0.31194034769483237,0.8387978142076503,0.8232915082152266,0.8387978142076503,0.8268339777913327,0.8868077703682227
12,0.14506002507202895,0.2974704743727394,0.8306010928961749,0.8166143684797182,0.8306010928961749,0.8124578196902208,0.881786525359576
13,0.14255337657991535,0.2741462306888855,0.8169398907103825,0.8128137201180515,0.8169398907103825,0.813076819284615,0.8996112703231848
14,0.10621008954868834,0.2556753181245016,0.8306010928961749,0.8273633517415315,0.8306010928961749,0.8257539998806364,0.8941042392759173
15,0.10603137323999798,0.2594399216544369,0.8278688524590164,0.8182596507243528,0.8278688524590164,0.8213012717142523,0.8903093478688433
16,0.09830863568806861,0.2776945516791033,0.8306010928961749,0.8107701111930845,0.8306010928961749,0.8162854411641949,0.8999038080688055
17,0.09048826516537582,0.2752150178927442,0.825136612021858,0.8149568329387874,0.825136612021858,0.8187318215929802,0.8999082237116556
18,0.1102240665732888,0.27690468088764214,0.8360655737704918,0.8363289543577836,0.8360655737704918,0.8344639535365291,0.9030479485772959
19,0.09228149578698124,0.2865019690893266,0.8306010928961749,0.8263491670105902,0.8306010928961749,0.8263198761169869,0.8996807584405534
20,0.09990147623189526,0.2769780469673645,0.8306010928961749,0.829383611803058,0.8306010928961749,0.8299523920170011,0.8981663480438353
21,0.06231056741616276,0.2676273497408661,0.8333333333333334,0.8225768076208448,0.8333333333333334,0.8270876739231957,0.8874197724705948
22,0.07366611674474964,0.25453632337081694,0.8442622950819673,0.8315996562065009,0.8442622950819673,0.834525978190448,0.908233878246916
