metric,value
accuracy,0.8633879781420765
precision,0.8717737707599658
recall,0.8633879781420765
f1,0.8598349609103242
qwk,0.9206944651345459
roc_auc,0.9296675524527732
pr_auc,0.6621323675029158
val_loss,0.8085200140797253
