epoch,train_loss,val_loss,accuracy,precision,recall,f1,qwk
1,0.9715797599824623,0.8777993880415875,0.7759562841530054,0.7467538766403835,0.7759562841530054,0.7337781174827002,0.8426839626283684
2,0.7319408470860114,0.7186700473717653,0.8060109289617486,0.8143493429074652,0.8060109289617486,0.8030330709982084,0.8935605901978028
3,0.6719568697996311,0.737184484799703,0.8169398907103825,0.8365556679202837,0.8169398907103825,0.8227990873758975,0.8945493595955892
4,0.614074746122641,0.7273830845239547,0.8114754098360656,0.8288291871032359,0.8114754098360656,0.8080437200046389,0.8762166300108145
5,0.5712921003737954,0.6887504345650881,0.8278688524590164,0.8226778135104278,0.8278688524590164,0.8039284580362123,0.8992885660252754
6,0.5307514422900542,0.6382587122135475,0.8306010928961749,0.8345874245684706,0.8306010928961749,0.8289568466331296,0.8993979057591623
7,0.49195182422977,0.6072166899392188,0.8306010928961749,0.8165122283804881,0.8306010928961749,0.8161648355710437,0.8994243730294177
8,0.45233316831322506,0.6122445577801373,0.8306010928961749,0.8371955221486975,0.8306010928961749,0.8318233559205086,0.8951777467511546
9,0.4188008121237057,0.6035302058905566,0.860655737704918,0.8660440311055065,0.860655737704918,0.8544894056867555,0.9122802257434339
10,0.4016612793212445,0.7164596767760203,0.8142076502732241,0.806079924932384,0.8142076502732241,0.8070361226609588,0.8748234416224716
11,0.37031972780855493,0.5672838439136907,0.8825136612021858,0.8829384860475873,0.8825136612021858,0.8798461552970331,0.9241560126496743
12,0.37156398612219177,0.6331602939470706,0.8497267759562842,0.8644351783096286,0.8497267759562842,0.8356979734442004,0.9001920751227147
13,0.3243868768912082,0.5709212513480213,0.8661202185792349,0.8672843310461947,0.8661202185792349,0.8639062849436905,0.9087559901387773
14,0.28558770340927736,0.5915126596562198,0.8852459016393442,0.8857304656484986,0.8852459016393442,0.8785028323442122,0.9326494388617909
15,0.2674179244295411,0.7683767150652396,0.8442622950819673,0.8593351271388492,0.8442622950819673,0.8280593572531747,0.902394568045526
16,0.2544306841374569,0.6868962116413521,0.8469945355191257,0.8463284667030049,0.8469945355191257,0.8441722983970728,0.8973989800449426
17,0.22083188626881842,0.7397737684163463,0.8442622950819673,0.8463602316061332,0.8442622950819673,0.8449230774741107,0.9188751936602821
18,0.21910250295134764,0.6901151704362751,0.8469945355191257,0.8506287307984092,0.8469945355191257,0.8469608676134937,0.9164727935018147
19,0.2055648549988313,0.7999879447476114,0.855191256830601,0.854628067742822,0.855191256830601,0.8375193188932408,0.9235392986354443
20,0.19194392872161356,0.8408100030237371,0.8360655737704918,0.8458856613300099,0.8360655737704918,0.8314131533435648,0.9024528642542107
21,0.19828937239245648,0.7709648504419395,0.8415300546448088,0.8440303657694963,0.8415300546448088,0.8419038221464719,0.9170161143289903
22,0.19583284689511615,0.8361525683246471,0.8333333333333334,0.8440436676954822,0.8333333333333334,0.8338816249361509,0.9002384489581903
23,0.1554741690999752,0.84269281701424,0.8360655737704918,0.8405022525994829,0.8360655737704918,0.837343139899041,0.9036462827030542
24,0.16812567126050387,0.8668901412251604,0.8469945355191257,0.8552563101743431,0.8469945355191257,0.8446006572571001,0.8859726090107962
