metric,value
accuracy,0.8442622950819673
precision,0.8565857925498933
recall,0.8442622950819673
f1,0.8449419847218966
qwk,0.9192339716902581
roc_auc,0.9381724366066828
pr_auc,0.6456617518305223
val_loss,0.697942380462595
